P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
Kepler-1328 b,Transit,Kepler,2016,16-04-2019,0.904,,,0,M-R relationship,0.98,-0.09,0.2,0,4.5215889,-2.18E-05,2.1840000e-05,0,0.0529,,,0,0,,,0,88.82,,,0,,,,0,Kepler-1328,,,,284.67539,44.417723,18h58m42.09s,+44d25m03.80s,13.969,-0.114,0.114,813.543,-10.871,10.871,5780,-90.02,91.61,0,1,-0.06,0.06,0,0.99,-0.09,0.2,0,0,-0.177,0.131,0,4.57,-2.7,3.12,0,0.228,,,0,4.44,-0.15,0.07,0,0.96044208,0.92244898,0.94127447,0.96048415,0.000511639,0.0529,0.0529,0.0529,0.0529,604.07193,604.07193,604.07193,1262.9085,1262.9085,1262.9085,1426.2567,1426.2567,1426.2567,Terran,G,18 58 42.09,+44 25 03.80,1.6904409,0.97561511,2.2983968,1.2357374,2.1790891,1.3067196,2.1790891,1.1928663,2.1790891,3.5104579,2.0356785,0.46083367,0,0,Hot,0,0.2951943,Lyra,Lyr,Lyre
Kepler-1306 b,Transit,Kepler,2016,16-04-2019,4.31,,,0,M-R relationship,1.91,-0.18,0.45,0,16.295954,-7.40E-05,7.4040000e-05,0,0.123,,,0,0,,,0,89.79,,,0,,,,0,Kepler-1306,,,,294.47836,46.945864,19h37m54.81s,+46d56m45.11s,15.353,-0.069,0.069,1107.5,-29.72,29.72,5727,-132.91,140.59,0,0.98,-0.06,0.07,0,0.97,-0.09,0.22,0,0,-0.172,0.13,0,4.57,-2.8,3.9,0,-0.063,,,0,4.45,-0.17,0.07,0,1.5021799,2.2565445,1.1814369,0.61855336,0.002015769,0.123,0.123,0.123,0.123,57.172841,57.172841,57.172841,700.48228,700.48228,700.48228,791.08466,791.08466,791.08466,Superterran,G,19 37 54.81,+46 56 45.11,0.86496792,0.70009684,1.6516803,0.88676067,1.565943,0.93774226,1.565943,0.85600323,1.565943,2.5110986,1.8460365,0.45774074,0,0,Hot,0,0.28229118,Cygnus,Cyg,Swan
Kepler-1254 d,Transit,Kepler,2016,16-04-2019,2.27,,,0,M-R relationship,1.31,-0.11,0.09,0,5.7271723,-2.91E-05,2.9080000e-05,0,0.0575,,,0,0,,,0,88.57,,,0,,,,0,Kepler-1254,,,,285.17332,48.77001,19h00m41.60s,+48d46m12.04s,15.541,-0.16,0.16,622.818,-8.81,8.81,4985,-45.04,53,0,0.78,-0.05,0.04,0,0.75,-0.05,0.03,0,-0.1,-0.203,0.149,0,5.62,-3.3,5.65,0,-0.572,,,0,4.59,-0.04,0.03,0,1.3163679,1.7328244,1.3227667,1.0097456,0.000821165,0.0575,0.0575,0.0575,0.0575,81.033446,81.033446,81.033446,764.30339,764.30339,764.30339,863.16058,863.16058,863.16058,Terran,K,19 00 41.60,+48 46 12.04,0.26791683,0.40571317,0.98150365,0.51389575,0.93055343,0.54385556,0.93055343,0.49611009,0.93055343,1.3975384,0.47816407,0.43908212,0,0,Hot,0,0.30363689,Draco,Dra,Dragon
Kepler-172 b,Transit,Kepler,2014,16-04-2019,6.12,,,0,M-R relationship,2.35,-0.42,0.42,0,2.940309,-7.00E-06,7.0000000e-06,0,0.04,,,0,0,,,0,80.64,,,0,,,,0,Kepler-172,,,,283.36841,41.821839,18h53m28.42s,+41d49m18.62s,14.703,-0.08,0.08,828.592,-17.707,18.482,5526,-100,100,0,1,-0.04,0.04,0,1.08,-0.19,0.19,0,0.23,-0.101,0.089,0,6.46,-3.69,3.14,0,-0.032,,,0,4.38,-0.15,0.15,0,1.6137705,2.6042553,1.1081938,0.47157181,0.000731862,0.04,0.04,0.04,0.04,580.60399,580.60399,580.60399,1250.4597,1250.4597,1250.4597,1412.1978,1412.1978,1412.1978,Superterran,G,18 53 28.42,+41 49 18.62,0.92896639,0.734148,1.7422117,0.92989572,1.6517747,0.98354425,1.6517747,0.89766694,1.6517747,2.6023384,1.3158162,0.48819904,0,0,Hot,0,0.23989105,Lyra,Lyr,Lyre
Kepler-173 c,Transit,Kepler,2014,16-04-2019,6.48,,,0,M-R relationship,2.43,-1.21,1.21,0,8.005777,-1.50E-05,1.5000000e-05,0,0.074,,,0,0,,,0,89.74,,,0,,,,0,Kepler-173,,,,294.64662,41.884095,19h38m35.19s,+41d53m02.74s,14.357,-0.172,0.172,833.165,-14.828,14.828,6031,-200,200,0,0.79,-0.05,0.09,0,0.95,-0.47,0.47,0,0.036,-0.014,0.014,0,3.3,-1.4,1.4,0,0.074,,,0,4.4,-0.3,0.3,0,1.6329932,2.6666667,1.0973937,0.45160234,0.001492793,0.074,0.074,0.074,0.074,216.53922,216.53922,216.53922,977.20088,977.20088,977.20088,1103.5948,1103.5948,1103.5948,Superterran,F,19 38 35.19,+41 53 02.74,1.1857687,0.80474341,1.8842789,1.0193001,1.7864679,1.0776172,1.7864679,0.98389967,1.7864679,2.9401113,2.896413,0.40350866,0,0,Hot,0,0.23989783,Cygnus,Cyg,Swan
Kepler-174 d,Transit,Kepler,2014,16-04-2019,5.43,,,0,M-R relationship,2.19,-0.13,0.13,0,247.35373,-0.002001,0.002001,0,0.677,,,0,0,,,0,89.99,,,0,,,,0,Kepler-174,,,,287.43895,43.832005,19h09m45.35s,+43d49m55.22s,14.53,-0.057,0.057,384.757,-2.684,2.684,4880,-126,126,0,0.6,-0.02,0.02,0,0.62,-0.03,0.03,0,-0.44,-0.1,0.1,0,4.9,-3.14,5.26,0,-0.57,,,0,4.68,-0.15,0.15,0,1.5746276,2.4794521,1.1321699,0.51697255,0.01411205,0.677,0.677,0.677,0.677,0.58724951,0.58724951,0.58724951,223.00026,223.00026,223.00026,251.84376,251.84376,251.84376,Superterran,K,19 09 45.35,+43 49 55.22,0.26915348,0.40862361,0.99278569,0.51758318,0.94124942,0.54782394,0.94124942,0.49967219,0.94124942,1.4007601,0.3658082,0.39322513,1,1,Warm,2,0.67845615,Lyra,Lyr,Lyre
Kepler-178 b,Transit,Kepler,2014,16-04-2019,8.75,,,0,M-R relationship,2.9,-1.25,1.25,0,9.576694,-2.10E-05,2.1000000e-05,0,0.085,,,0,0,,,0,89.89,,,0,,,,0,Kepler-178,,,,287.10103,46.896403,19h08m24.25s,+46d53m47.05s,14.876,-0.195,0.195,716.025,-10.082,10.369,5676,-200,200,0,0.94,-0.04,0.04,0,1.07,-0.45,0.45,0,0.18,-0.1,0.15,0,11.3,-3.3,3.3,0,-0.208,,,0,4.33,-0.3,0.3,0,1.7370208,3.0172414,1.0404281,0.3587683,0.001788536,0.085,0.085,0.085,0.085,85.735789,85.735789,85.735789,775.15802,775.15802,775.15802,,875.41918,875.41918,Neptunian,G,19 08 24.25,+46 53 47.05,0.61944108,0.59425934,1.4039829,0.75270521,1.3311033,0.79601715,1.3311033,0.72660283,1.3311033,2.1250236,1.6678444,0.52494507,0,0,Hot,0,0.22806786,Lyra,Lyr,Lyre
Kepler-178 c,Transit,Kepler,2014,16-04-2019,8.65,,,0,M-R relationship,2.88,-1.23,1.23,0,20.552802,-6.60E-05,6.6000000e-05,0,0.142,,,0,0,,,0,89.47,,,0,,,,0,Kepler-178,,,,287.10103,46.896403,19h08m24.25s,+46d53m47.05s,14.876,-0.195,0.195,716.025,-10.082,10.369,5676,-200,200,0,0.94,-0.04,0.04,0,1.07,-0.45,0.45,0,0.18,-0.1,0.15,0,11.3,-3.3,3.3,0,-0.208,,,0,4.33,-0.3,0.3,0,1.7330529,3.0034722,1.0428723,0.36210844,0.00297648,0.142,0.142,0.142,0.142,30.720149,30.720149,30.720149,599.72967,599.72967,599.72967,,677.30043,677.30043,Neptunian,G,19 08 24.25,+46 53 47.05,0.61944108,0.59425934,1.4039829,0.75270521,1.3311033,0.79601715,1.3311033,0.72660283,1.3311033,2.1250236,1.6678444,0.52494507,0,0,Hot,0,0.25412875,Lyra,Lyr,Lyre
TOI-5704 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,04-12-2023,10.5,,,0,M-R relationship,3.227,-0.14,0.187,0,3.771116,-1.07E-05,1.1500000e-05,0,0.042683872,,,0,,,,0,88.94,-2.29,1.37,0,,,,0,TOI-5704,,,,169.82487,44.989078,11h19m17.97s,+44d59m20.68s,11.529,-0.046,0.046,89.637,-0.2687,0.2702,4590,-126,126,0,0.73,-0.08,0.08,0,0.76,-0.06,0.06,0,0.428,-0.1,0.1,0,,,,0,-0.639,-0.019,0.022,0,4.54,-0.1,0.1,0,1.8038282,3.2537961,1.0083037,0.31245854,0.001038336,0.042683872,0.042683872,0.042683872,0.042683872,126.02955,126.02955,126.02955,853.52807,853.52807,853.52807,,963.92583,963.92583,Neptunian,K,11 19 17.97,+44 59 20.68,0.22961486,0.3819517,0.93977034,0.48380098,0.89098465,0.51224415,0.89098465,0.46705993,0.89098465,1.2937899,0.23728471,0.41539259,0,0,Hot,0,0.21059159,Ursa Major,UMa,Big Bear
Kepler-159 c,Transit,Kepler,2014,25-09-2018,11.5,,,0,M-R relationship,3.41,-0.28,0.28,0,43.595792,-0.000125,0.000125,0,0.218,,,0,0,,,0,89.99,,,0,,,,0,Kepler-159,,,M0 V,297.0702,40.868734,19h48m16.85s,+40d52m07.44s,15.386,-0.046,0.046,373.744,-3.099,3.15,4625,-100,100,0,0.63,-0.01,0.01,0,0.66,-0.03,0.03,0,-0.28,-0.11,0.11,0,2.51,-0.97,2.65,0,-0.754,,,0,4.65,-0.15,0.15,0,1.8364188,3.372434,0.98898358,0.29002451,0.005741528,0.218,0.218,0.218,0.218,3.70755,3.70755,3.70755,353.48539,353.48539,353.48539,,399.2062,399.2062,Neptunian,M,19 48 16.85,+40 52 07.44,0.1761976,0.33414383,0.82084383,0.42324477,0.77823209,0.44810885,0.77823209,0.40859942,0.77823209,1.1333493,0.23991448,0.35750652,0,0,Hot,0,0.43899899,Cygnus,Cyg,Swan
Kepler-1609 b,Transit,Kepler,2016,16-04-2019,5.56,,,0,M-R relationship,2.22,-0.32,0.9,0,114.34219,-0.004097,0.004097,0,0.4679,,,0,0,,,0,89.44,,,0,,,,0,Kepler-1609,,,,290.14654,39.665803,19h20m35.17s,+39d39m56.89s,15.159,-0.137,0.137,1826.04,-91.03,100.88,6132,-146.65,88.96,0,1.18,-0.09,0.16,0,1.27,-0.17,0.51,0,0.1,-0.126,0.145,0,3.02,-1.3,1.08,0,0.484,,,0,4.29,-0.23,0.11,0,1.5825626,2.5045045,1.1281552,0.50817801,0.007846378,0.4679,0.4679,0.4679,0.4679,13.921753,13.921753,13.921753,492.06581,492.06581,492.06581,555.71101,555.71101,555.71101,Superterran,F,19 20 35.17,+39 39 56.89,3.047895,1.2822733,2.9959048,1.6241421,2.8403906,1.7169235,2.8403906,1.5677102,2.8403906,4.7137198,3.9382509,0.45448546,0,0,Hot,0,0.33162465,Lyra,Lyr,Lyre
Kepler-1622 b,Transit,Kepler,2016,16-04-2019,2.76,,,0,M-R relationship,1.47,-0.27,0.68,0,10.811874,-0.0001009,0.0001009,0,0.0994,,,0,0,,,0,86.49,,,0,,,,0,Kepler-1622,,,,297.32883,47.815459,19h49m18.92s,+47d48m55.65s,13.437,-0.08,0.08,796.477,-8.949,9.151,6436,-172.76,154.47,0,1.31,-0.13,0.22,0,1.5,-0.26,0.69,0,0.04,-0.145,0.133,0,2.19,-0.607,0.75,0,0.373,-0.013,0.024,0,4.2,-0.26,0.13,0,1.3702376,1.877551,1.2772456,0.86887455,0.00127463,0.0994,0.0994,0.0994,0.0994,238.9061,238.9061,238.9061,1001.5128,1001.5128,1001.5128,1131.0514,1131.0514,1131.0514,Terran,F,19 49 18.92,+47 48 55.65,2.3604782,1.1080148,2.5744774,1.4034127,2.4408396,1.4832422,2.4408396,1.3545855,2.4408396,4.1482389,6.8746881,0.4460559,0,0,Hot,0,0.28599578,Cygnus,Cyg,Swan
Kepler-184 c,Transit,Kepler,2014,16-04-2019,8.8,-5.7,7.4,0,Mass,1.97,-1.11,1.11,0,20.303005,-8.70E-05,8.7000000e-05,0,0.141,,,0,0,,,0,87.96,,,0,,,,0,Kepler-184,,,,291.95188,43.074617,19h27m48.45s,+43d04m28.62s,14.42,-0.069,0.069,610.326,-6.0115,6.0115,5788,-200,200,0,0.97,-0.05,0.05,0,0.87,-0.49,0.49,0,-0.196,-0.013,0.013,0,1.7,-3.2,3.2,0,-0.225,,,0,4.51,-0.3,0.3,0,2.1135291,4.4670051,2.2675153,1.151023,0.002941539,0.141,0.141,0.141,0.141,29.961377,29.961377,29.961377,595.99162,595.99162,595.99162,673.07888,673.07888,673.07888,Superterran,G,19 27 48.45,+43 04 28.62,0.59566214,0.5788546,1.3634023,0.7331909,1.2926294,0.77530067,1.2926294,0.70775369,1.2926294,2.0838371,2.0430016,0.38686274,0,0,Hot,0,0.29941218,Lyra,Lyr,Lyre
Kepler-183 c,Transit,Kepler,2014,16-04-2019,35.7,-24.2,30.9,0,Mass,2.27,-0.98,0.98,0,11.637071,-5.50E-05,5.5000000e-05,0,0.103,,,0,0,,,0,89.86,,,0,,,,0,Kepler-183,,,,293.53081,39.315933,19h34m07.39s,+39d18m57.36s,14.993,-0.024,0.024,1050.64,-27.69,27.69,5888,-200,200,0,0.94,-0.05,0.07,0,0.96,-0.41,0.41,0,0.101,-0.085,0.085,0,4.27,-2.5,3.29,0,0.026,,,0,4.5,-0.3,0.3,0,3.9657121,15.726872,6.9281376,3.052043,0.003463134,0.103,0.103,0.103,0.103,100.07499,100.07499,100.07499,805.71435,805.71435,805.71435,909.92775,909.92775,909.92775,Superterran,G,19 34 07.39,+39 18 57.36,1.0616956,0.7681438,1.8046291,0.97294638,1.7109525,1.0287356,1.7109525,0.93917686,1.7109525,2.7820425,2.4006704,0.44634647,0,0,Hot,0,0.25446149,Cygnus,Cyg,Swan
Kepler-191 b,Transit,Kepler,2014,16-04-2019,2.36,,,0,M-R relationship,1.34,-0.66,0.66,0,9.939632,-6.60E-05,6.6000000e-05,0,0.087,,,0,0,,,0,84.14,,,0,,,,0,Kepler-191,,,,291.18332,45.323094,19h24m44.00s,+45d19m23.14s,14.987,-0.092,0.092,594.464,-7.885,7.885,5282,-200,200,0,0.81,-0.03,0.06,0,0.79,-0.39,0.39,0,0.13,-0.058,0.058,0,0.9,-3.9,3.9,0,-0.414,,,0,4.59,-0.3,0.3,0,1.3270999,1.761194,1.3143239,0.98083873,0.001242931,0.087,0.087,0.087,0.087,50.928571,50.928571,50.928571,680.51873,680.51873,680.51873,768.53897,768.53897,768.53897,Terran,K,19 24 44.00,+45 19 23.14,0.38547836,0.47938713,1.1468537,0.60721097,1.0873209,0.64240202,1.0873209,0.58618232,1.0873209,1.6763464,0.80656142,0.32766264,0,0,Hot,0,0.31240772,Cygnus,Cyg,Swan
Kepler-194 b,Transit,Kepler,2014,16-04-2019,2.89,,,0,M-R relationship,1.51,-0.79,0.79,0,2.092281,-8.00E-06,8.0000000e-06,0,0.032,,,0,0,,,0,87.62,,,0,,,,0,Kepler-194,,,,291.97143,47.86405,19h27m53.14s,+47d51m50.58s,14.969,-0.16,0.16,1097.97,-27.37,28.77,6089,-200,200,0,1.09,-0.06,0.08,0,1.02,-0.54,0.54,0,0.16,-0.1,0.15,0,2.5,-1.7,1.7,0,0.043,,,0,4.42,-0.3,0.3,0,1.3834404,1.9139073,1.2674883,0.8393962,0.000443022,0.032,0.032,0.032,0.032,1078.2018,1078.2018,1078.2018,1459.7373,1459.7373,1459.7373,1648.544,1648.544,1648.544,Terran,F,19 27 53.14,+47 51 50.58,1.1040786,0.77378369,1.8094993,0.9800845,1.7155701,1.0361089,1.7155701,0.94603729,1.7155701,2.8370289,3.5623381,0.42890095,0,0,Hot,0,0.27972852,Cygnus,Cyg,Swan
Kepler-194 d,Transit,Kepler,2014,16-04-2019,6.35,,,0,M-R relationship,2.4,-1.26,1.26,0,52.814973,-0.000481,0.000481,0,0.275,,,0,0,,,0,90,,,0,,,,0,Kepler-194,,,,291.97143,47.86405,19h27m53.14s,+47d51m50.58s,14.969,-0.16,0.16,1097.97,-27.37,28.77,6089,-200,200,0,1.09,-0.06,0.08,0,1.02,-0.54,0.54,0,0.16,-0.1,0.15,0,2.5,-1.7,1.7,0,0.043,,,0,4.42,-0.3,0.3,0,1.6266018,2.6458333,1.1024306,0.45934606,0.004949565,0.275,0.275,0.275,0.275,14.599387,14.599387,14.599387,497.94728,497.94728,497.94728,562.3532,562.3532,562.3532,Superterran,F,19 27 53.14,+47 51 50.58,1.1040786,0.77378369,1.8094993,0.9800845,1.7155701,1.0361089,1.7155701,0.94603729,1.7155701,2.8370289,3.5623381,0.42890095,0,0,Hot,0,0.31824944,Cygnus,Cyg,Swan
Kepler-218 b,Transit,Kepler,2014,16-04-2019,2.79,,,0,M-R relationship,1.48,-0.12,0.12,0,3.619337,-1.10E-05,1.1000000e-05,0,0.046,,,0,0,,,0,89.27,,,0,,,,0,Kepler-218,,,,295.41288,46.26658,19h41m39.09s,+46d15m59.69s,14.035,-0.114,0.114,656.38,-6.355,6.355,5502,-74,74,0,1.02,-0.02,0.02,0,1.06,-0.08,0.08,0,0.31,-0.068,0.066,0,6.3,-2.1,2.1,0,0.009,,,0,4.39,-0.06,0.06,0,1.3730022,1.8851351,1.27374,0.86063511,0.000643494,0.046,0.046,0.046,0.046,482.48558,482.48558,482.48558,1193.9078,1193.9078,1193.9078,1348.3313,1348.3313,1348.3313,Terran,G,19 41 39.09,+46 15 59.69,1.0209395,0.77069351,1.8303066,0.97618606,1.7352967,1.0325295,1.7352967,0.9423558,1.7352967,2.7281219,1.271028,0.48938237,0,0,Hot,0,0.28264207,Cygnus,Cyg,Swan
Kepler-218 c,Transit,Kepler,2014,25-09-2018,10,,,0,M-R relationship,3.14,-0.26,0.26,0,44.699576,-0.000167,0.000167,0,0.248,,,0,0,,,0,89.46,,,0,,,,0,Kepler-218,,,,295.41288,46.26658,19h41m39.09s,+46d15m59.69s,14.035,-0.114,0.114,656.38,-6.355,6.355,5502,-74,74,0,1.02,-0.02,0.02,0,1.06,-0.08,0.08,0,0.31,-0.068,0.066,0,6.3,-2.1,2.1,0,0.009,,,0,4.39,-0.06,0.06,0,1.7845765,3.1847134,1.0142399,0.32300635,0.005309295,0.248,0.248,0.248,0.248,16.599562,16.599562,16.599562,514.19029,514.19029,514.19029,,580.69713,580.69713,Neptunian,G,19 41 39.09,+46 15 59.69,1.0209395,0.77069351,1.8303066,0.97618606,1.7352967,1.0325295,1.7352967,0.9423558,1.7352967,2.7281219,1.271028,0.48938237,0,0,Hot,0,0.27445553,Cygnus,Cyg,Swan
Kepler-219 b,Transit,Kepler,2014,16-04-2019,9.01,,,0,M-R relationship,2.95,-0.49,0.49,0,4.585512,-8.00E-06,8.0000000e-06,0,0.057,,,0,0,,,0,82.38,,,0,,,,0,Kepler-219,,,,288.73895,46.762593,19h14m57.35s,+46d45m45.33s,13.823,-0.103,0.103,787.07,-10.579,10.579,5786,-100,100,0,1.17,-0.06,0.06,0,1.49,-0.25,0.25,0,0.361,-0.075,0.075,0,4,-1.1,1.1,0,0.214,,,0,4.16,-0.15,0.15,0,1.7476376,3.0542373,1.0353347,0.35096091,0.001125917,0.057,0.057,0.057,0.057,503.79087,503.79087,503.79087,1206.875,1206.875,1206.875,,1362.9756,1362.9756,Neptunian,G,19 14 57.35,+46 45 45.33,1.6368165,0.95966966,2.2604726,1.2155403,2.1431335,1.2853554,2.1431335,1.1733689,2.1431335,3.4543295,2.1672775,0.47493057,0,0,Hot,0,0.21393304,Cygnus,Cyg,Swan
Kepler-198 d,Transit,Kepler,2016,16-04-2019,2.96,,,0,M-R relationship,1.53,-0.07,0.09,0,1.3118444,-1.33E-06,1.3300000e-06,0,0.0229,,,0,0,,,0,88.78,,,0,,,,0,Kepler-198,,,,290.67313,38.691004,19h22m41.55s,+38d41m27.62s,13.684,-0.103,0.103,495.358,-4.2465,4.2465,5636,-63.58,74.56,0,0.97,-0.03,0.04,0,0.93,-0.04,0.05,0,0.04,-0.099,0.099,0,3.72,-1.92,2.8,0,-0.109,,,0,4.49,-0.05,0.03,0,1.3909136,1.9346405,1.2644709,0.82645159,0.000332247,0.0229,0.0229,0.0229,0.0229,1483.6417,1483.6417,1483.6417,1581.0004,1581.0004,1581.0004,1785.4915,1785.4915,1785.4915,Terran,G,19 22 41.55,+38 41 27.62,0.77803655,0.66757812,1.5790151,0.8455737,1.4970497,0.89426295,1.4970497,0.81625539,1.4970497,2.3815723,1.5734711,0.44079762,0,0,Hot,0,0.27847662,Lyra,Lyr,Lyre
EPIC 220674823 b,Transit,K2,2016,17-04-2023,8.21,-0.74,0.76,0,Mass,1.725,-0.039,0.039,0,0.571292,-1.20E-05,1.2000000e-05,0,0.01326,-0.00023,0.00028,0,0,,,0,86.4,-4.1,2.5,0,,,,0,EPIC 220674823,,,G5 V,13.080024,10.794705,00h52m19.21s,+10d47m40.94s,12.101,-0.031,0.031,244.59,-2.972,3.044,5532,-62,62,0,0.95,-0.05,0.06,0,0.99,-0.01,0.01,0,0.11,-0.05,0.05,0,7.5,-4,3.8,0,-0.119,,,0,4.45,-0.03,0.03,0,2.1816096,4.7594203,2.7590842,1.5994691,0.000272188,0.01326,0.01326,0.01326,0.01326,4324.2715,4324.2715,4324.2715,2065.7509,2065.7509,2065.7509,2332.941,2332.941,2332.941,Superterran,G,00 52 19.21,+10 47 40.94,0.76032628,0.66394725,1.5753256,0.84097704,1.4935516,0.88949036,1.4935516,0.81182941,1.4935516,2.3543106,1.3069124,0.49201263,0,0,Hot,0,0.26861068,Pisces,Psc,Fishes
Kepler-1637 b,Transit,Kepler,2016,16-04-2019,0.64,,,0,M-R relationship,0.89,-0.09,0.18,0,6.1096032,-6.49E-05,6.4850000e-05,0,0.0596,,,0,0,,,0,89.24,,,0,,,,0,Kepler-1637,,,,282.2368,48.154202,18h48m56.83s,+48d09m15.13s,13.375,-0.092,0.092,567.187,,,5789,-94.94,79.58,0,1.02,-0.05,0.06,0,1.02,-0.09,0.2,0,0.07,-0.158,0.153,0,4.17,-2.38,2.85,0,0.023,,,0,4.43,-0.15,0.06,0,0.8479983,0.71910112,0.80797879,0.90784134,0.000510377,0.0596,0.0596,0.0596,0.0596,296.82979,296.82979,296.82979,1057.369,1057.369,1057.369,1194.1322,1194.1322,1194.1322,Terran,G,18 48 56.83,+48 09 15.13,1.0543869,0.7700933,1.8137876,0.97541833,1.7196355,1.0314392,1.7196355,0.94157718,1.7196355,2.7724503,2.0810905,0.45685765,0,0,Hot,0,0.29643695,Draco,Dra,Dragon
Kepler-1616 b,Transit,Kepler,2016,16-04-2019,1.04,,,0,M-R relationship,1.02,-0.15,0.47,0,6.7628438,-6.95E-05,6.9480000e-05,0,0.0761,,,0,0,,,0,85.5,,,0,,,,0,Kepler-1616,,,,286.54367,45.304872,19h06m10.48s,+45d18m17.54s,13.491,-0.057,0.057,1137.81,-17.53,17.53,6266,-92.78,93.46,0,1.21,-0.1,0.19,0,1.34,-0.19,0.62,0,0.02,-0.159,0.127,0,2.75,-0.988,0.818,0,0.638,,,0,4.26,-0.26,0.12,0,1.0097563,1.0196078,0.99961553,0.98001523,0.000723746,0.0761,0.0761,0.0761,0.0761,750.29264,750.29264,750.29264,1333.2371,1333.2371,1333.2371,1505.6818,1505.6818,1505.6818,Terran,F,19 06 10.48,+45 18 17.54,4.3451022,1.5186199,3.5388298,1.9234944,3.3551332,2.0331644,3.3551332,1.8566217,3.3551332,5.6281254,4.9993971,0.45120656,0,0,Hot,0,0.29474085,Lyra,Lyr,Lyre
Kepler-223 b,Transit,Kepler,2014,16-04-2019,7.4,-1.1,1.3,0,Mass,2.99,-0.27,0.18,0,7.38449,-0.00022,0.00022,0,0.0756,,,0,0.078,-0.017,0.015,0,90,-1.8,,0,,,,0,Kepler-223,,,,298.31839,47.279482,19h53m16.41s,+47d16m46.14s,15.69,-0.137,0.137,1859.71,-111.045,111.045,5803,-25,25,0,1.12,-0.07,0.09,0,1.72,-0.14,0.07,0,0.19,-0.1,0.1,0,7.2,-2.7,2.7,0,0.371,,,0,4.46,-0.16,0.07,0,1.5731867,2.4749164,0.82773123,0.27683319,0.001308306,0.075829975,0.0697032,0.0814968,0.075657609,412.36478,353.76828,483.60921,1146.6303,1104.7892,1194.6023,,1247.6858,1349.1156,Neptunian,G,19 53 16.41,+47 16 46.14,2.3496328,1.1486218,2.7043349,1.4548709,2.5639553,1.5384087,2.5639553,1.4043927,2.5639553,4.1386983,2.1992566,0.51624152,0,0,Hot,0,0.21288656,Cygnus,Cyg,Swan
